Unnamed: 0,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
2355,22-23,270 FIB,Vilagarcía,36600.0,1.0
2356,22-23,270 FIB,Vilanova d,8788.0,4.0
2357,22-23,270 FIB,Vilanova d,36620.0,1.0
2358,22-23,270 FIB,Vilanova i,8080.0,1.0
2359,22-23,270 FIB,Vilanova i,8800.0,24.0
2360,22-23,270 FIB,Vila-seca,43480.0,2.0
2361,22-23,270 FIB,Vilassar d,8339.0,6.0
2362,22-23,270 FIB,Vilassar d,8340.0,12.0
2363,22-23,270 FIB,Vinyols i ,43391.0,1.0
2364,22-23,270 FIB,Xirivella,46950.0,1.0
2365,22-23,270 FIB,Zaragoza,50009.0,1.0
2366,22-23,280 FNB,Abrera,8630.0,1.0
2367,22-23,280 FNB,Aiguafreda,8591.0,1.0
2368,22-23,280 FNB,Alcanar,43530.0,2.0
2369,22-23,280 FNB,Alpicat,25110.0,1.0
2370,22-23,280 FNB,Altafulla,43893.0,1.0
2371,22-23,280 FNB,Amposta,43870.0,1.0
2372,22-23,280 FNB,Andratx,7150.0,1.0
2373,22-23,280 FNB,Arenys de ,8350.0,2.0
2374,22-23,280 FNB,Arenys de ,8358.0,1.0
2375,22-23,280 FNB,Artés,8271.0,1.0
2376,22-23,280 FNB,Badalona,8029.0,1.0
2377,22-23,280 FNB,Badalona,8911.0,3.0
2378,22-23,280 FNB,Badalona,8912.0,6.0
2379,22-23,280 FNB,Badalona,8913.0,1.0
2380,22-23,280 FNB,Badalona,8914.0,3.0
2381,22-23,280 FNB,Badalona,8915.0,1.0
2382,22-23,280 FNB,Badalona,8917.0,9.0
2383,22-23,280 FNB,Badalona,8918.0,2.0
2384,22-23,280 FNB,Badia del ,8214.0,2.0
2385,22-23,280 FNB,Barberà de,8210.0,2.0
2386,22-23,280 FNB,Barcelona,8001.0,29.0
2387,22-23,280 FNB,Barcelona,8002.0,5.0
2388,22-23,280 FNB,Barcelona,8003.0,15.0
2389,22-23,280 FNB,Barcelona,8004.0,9.0
2390,22-23,280 FNB,Barcelona,8005.0,15.0
2391,22-23,280 FNB,Barcelona,8006.0,10.0
2392,22-23,280 FNB,Barcelona,8007.0,2.0
2393,22-23,280 FNB,Barcelona,8008.0,5.0
2394,22-23,280 FNB,Barcelona,8009.0,7.0
2395,22-23,280 FNB,Barcelona,8010.0,1.0
2396,22-23,280 FNB,Barcelona,8011.0,12.0
2397,22-23,280 FNB,Barcelona,8012.0,7.0
2398,22-23,280 FNB,Barcelona,8013.0,22.0
2399,22-23,280 FNB,Barcelona,8014.0,10.0
2400,22-23,280 FNB,Barcelona,8015.0,12.0
2401,22-23,280 FNB,Barcelona,8016.0,2.0
2402,22-23,280 FNB,Barcelona,8017.0,9.0
2403,22-23,280 FNB,Barcelona,8018.0,15.0
2404,22-23,280 FNB,Barcelona,8019.0,7.0
2405,22-23,280 FNB,Barcelona,8020.0,10.0
2406,22-23,280 FNB,Barcelona,8021.0,7.0
2407,22-23,280 FNB,Barcelona,8022.0,11.0
2408,22-23,280 FNB,Barcelona,8023.0,14.0
2409,22-23,280 FNB,Barcelona,8024.0,7.0
2410,22-23,280 FNB,Barcelona,8025.0,14.0
2411,22-23,280 FNB,Barcelona,8026.0,11.0
2412,22-23,280 FNB,Barcelona,8027.0,7.0
2413,22-23,280 FNB,Barcelona,8028.0,31.0
2414,22-23,280 FNB,Barcelona,8029.0,24.0
2415,22-23,280 FNB,Barcelona,8030.0,11.0
2416,22-23,280 FNB,Barcelona,8031.0,4.0
2417,22-23,280 FNB,Barcelona,8032.0,10.0
2418,22-23,280 FNB,Barcelona,8033.0,3.0
2419,22-23,280 FNB,Barcelona,8034.0,6.0
2420,22-23,280 FNB,Barcelona,8035.0,8.0
2421,22-23,280 FNB,Barcelona,8036.0,8.0
2422,22-23,280 FNB,Barcelona,8037.0,9.0
2423,22-23,280 FNB,Barcelona,8038.0,3.0
2424,22-23,280 FNB,Barcelona,8039.0,1.0
2425,22-23,280 FNB,Barcelona,8041.0,5.0
2426,22-23,280 FNB,Barcelona,8042.0,2.0
2427,22-23,280 FNB,Barcelona,8150.0,1.0
2428,22-23,280 FNB,Barcelona,8201.0,1.0
2429,22-23,280 FNB,Barcelona,8328.0,1.0
2430,22-23,280 FNB,Barcelona,8905.0,1.0
2431,22-23,280 FNB,Batea,43786.0,1.0
2432,22-23,280 FNB,Begues,8859.0,2.0
2433,22-23,280 FNB,Cabra del ,43811.0,1.0
2434,22-23,280 FNB,Cabrera de,8349.0,2.0
2435,22-23,280 FNB,Cabrils,8018.0,1.0
2436,22-23,280 FNB,Cabrils,8348.0,1.0
2437,22-23,280 FNB,Calella,8370.0,4.0
2438,22-23,280 FNB,Calonge,17251.0,2.0
2439,22-23,280 FNB,Cambrils,43850.0,3.0
2440,22-23,280 FNB,Canet de M,8360.0,3.0
2441,22-23,280 FNB,Canyelles,8811.0,1.0
2442,22-23,280 FNB,Cardedeu,8440.0,2.0
2443,22-23,280 FNB,Cartagena,30394.0,1.0
2444,22-23,280 FNB,Castellar ,8211.0,4.0
2445,22-23,280 FNB,Castellbis,8755.0,3.0
2446,22-23,280 FNB,Castelldef,8860.0,9.0
2447,22-23,280 FNB,Centelles,8540.0,1.0
2448,22-23,280 FNB,Cerdanyola,8193.0,1.0
2449,22-23,280 FNB,Cerdanyola,8290.0,6.0
2450,22-23,280 FNB,Cervelló,8758.0,1.0
2451,22-23,280 FNB,Ciutadella,7760.0,3.0
2452,22-23,280 FNB,Cornellà d,8940.0,2.0
2453,22-23,280 FNB,Cubelles,8880.0,2.0
2454,22-23,280 FNB,Dénia,3700.0,1.0
2455,22-23,280 FNB,Eivissa,7816.0,1.0
2456,22-23,280 FNB,El Masnou,8320.0,8.0
2457,22-23,280 FNB,El Papiol,8754.0,1.0
2458,22-23,280 FNB,El Prat de,8820.0,5.0
2459,22-23,280 FNB,El Vendrel,43700.0,2.0
2460,22-23,280 FNB,Esparregue,8292.0,1.0
2461,22-23,280 FNB,Esplugues ,8950.0,4.0
2462,22-23,280 FNB,Ferreries,7750.0,1.0
2463,22-23,280 FNB,Gavà,8850.0,3.0
2464,22-23,280 FNB,Gelida,8790.0,1.0
2465,22-23,280 FNB,Girona,17001.0,1.0
2466,22-23,280 FNB,Girona,17003.0,3.0
2467,22-23,280 FNB,Girona,17005.0,2.0
2468,22-23,280 FNB,Gozón,33440.0,1.0
2469,22-23,280 FNB,Granollers,8402.0,5.0
2470,22-23,280 FNB,Gurb,8503.0,2.0
2471,22-23,280 FNB,Hospitalet,8901.0,7.0
2472,22-23,280 FNB,Hospitalet,8902.0,4.0
2473,22-23,280 FNB,Hospitalet,8903.0,3.0
2474,22-23,280 FNB,Hospitalet,8904.0,1.0
2475,22-23,280 FNB,Hospitalet,8905.0,1.0
2476,22-23,280 FNB,Hospitalet,8906.0,3.0
2477,22-23,280 FNB,Igualada,8700.0,2.0
2478,22-23,280 FNB,Jerez de l,11405.0,1.0
2479,22-23,280 FNB,La Garriga,8530.0,3.0
2480,22-23,280 FNB,L'Ametlla ,43860.0,2.0
2481,22-23,280 FNB,L'Escala,17130.0,3.0
2482,22-23,280 FNB,Lleida,25001.0,1.0
2483,22-23,280 FNB,Lliçà d'Am,8186.0,3.0
2484,22-23,280 FNB,Lloret de ,17310.0,3.0
2485,22-23,280 FNB,Madrid,28041.0,1.0
2486,22-23,280 FNB,Malgrat de,8380.0,3.0
2487,22-23,280 FNB,Manacor,7509.0,1.0
2488,22-23,280 FNB,Manresa,8241.0,1.0
2489,22-23,280 FNB,Marratxí,7141.0,1.0
2490,22-23,280 FNB,Martorell,8760.0,4.0
2491,22-23,280 FNB,Martorelle,8107.0,1.0
2492,22-23,280 FNB,Matadepera,8230.0,1.0
2493,22-23,280 FNB,Mataró,8301.0,4.0
2494,22-23,280 FNB,Mataró,8302.0,4.0
2495,22-23,280 FNB,Mataró,8303.0,4.0
2496,22-23,280 FNB,Mataró,8304.0,4.0
2497,22-23,280 FNB,Moià,8180.0,1.0
2498,22-23,280 FNB,Mollet del,8100.0,1.0
2499,22-23,280 FNB,Montblanc,43400.0,1.0
2500,22-23,280 FNB,Montcada i,8110.0,4.0
2501,22-23,280 FNB,Montgat,8390.0,3.0
2502,22-23,280 FNB,Montmeló,8160.0,1.0
2503,22-23,280 FNB,Montornès ,8170.0,1.0
2504,22-23,280 FNB,Òdena,8711.0,2.0
2505,22-23,280 FNB,Olesa de M,8640.0,2.0
2506,22-23,280 FNB,Olot,17800.0,1.0
2507,22-23,280 FNB,Palafrugel,17200.0,2.0
2508,22-23,280 FNB,Palamós,17230.0,1.0
2509,22-23,280 FNB,Pallejà,8753.0,1.0
2510,22-23,280 FNB,Pallejà,8780.0,2.0
2511,22-23,280 FNB,Palma de M,7003.0,1.0
2512,22-23,280 FNB,Palma de M,7005.0,1.0
2513,22-23,280 FNB,Palma de M,7013.0,2.0
2514,22-23,280 FNB,Palma de M,7014.0,2.0
2515,22-23,280 FNB,Palma de M,7015.0,1.0
2516,22-23,280 FNB,Palma de M,7198.0,1.0
2517,22-23,280 FNB,Palma de M,7610.0,1.0
2518,22-23,280 FNB,Pals,17256.0,1.0
2519,22-23,280 FNB,Parets del,8150.0,3.0
2520,22-23,280 FNB,Piera,8784.0,1.0
2521,22-23,280 FNB,Pollença,7470.0,1.0
2522,22-23,280 FNB,Pontevedra,36002.0,1.0
2523,22-23,280 FNB,Porrera,43739.0,1.0
2524,22-23,280 FNB,Premià de ,8330.0,1.0
2525,22-23,280 FNB,Reus,43201.0,1.0
2526,22-23,280 FNB,Reus,43205.0,1.0
2527,22-23,280 FNB,Reus,43206.0,1.0
2528,22-23,280 FNB,Riells i V,17404.0,2.0
2529,22-23,280 FNB,Ripollet,8291.0,2.0
2530,22-23,280 FNB,Roda de Be,43883.0,2.0
2531,22-23,280 FNB,Roquetes,43529.0,1.0
2532,22-23,280 FNB,Rubí,8191.0,2.0
2533,22-23,280 FNB,Sabadell,8201.0,3.0
2534,22-23,280 FNB,Sabadell,8202.0,2.0
2535,22-23,280 FNB,Sabadell,8203.0,4.0
2536,22-23,280 FNB,Sabadell,8205.0,2.0
2537,22-23,280 FNB,Sabadell,8206.0,2.0
2538,22-23,280 FNB,Sabadell,8208.0,3.0
2539,22-23,280 FNB,Sagunto,46520.0,1.0
2540,22-23,280 FNB,Salou,43840.0,1.0
2541,22-23,280 FNB,Sant Adrià,8930.0,5.0
2542,22-23,280 FNB,Sant Andre,8392.0,2.0
2543,22-23,280 FNB,Sant Anton,7816.0,1.0
2544,22-23,280 FNB,Sant Anton,8459.0,2.0
2545,22-23,280 FNB,Sant Boi d,8830.0,3.0
2546,22-23,280 FNB,Sant Cugat,8172.0,6.0
2547,22-23,280 FNB,Sant Cugat,8173.0,5.0
2548,22-23,280 FNB,Sant Cugat,8195.0,2.0
2549,22-23,280 FNB,Sant Cugat,8197.0,2.0
2550,22-23,280 FNB,Sant Cugat,8198.0,1.0
2551,22-23,280 FNB,Sant Estev,8461.0,1.0
2552,22-23,280 FNB,Sant Feliu,8980.0,11.0
2553,22-23,280 FNB,Sant Feliu,17220.0,5.0
2554,22-23,280 FNB,Sant Fost ,8105.0,2.0
2555,22-23,280 FNB,Sant Jaume,43713.0,2.0
2556,22-23,280 FNB,Sant Joan ,7810.0,1.0
2557,22-23,280 FNB,Sant Joan ,8970.0,6.0
2558,22-23,280 FNB,Sant Julià,8504.0,1.0
2559,22-23,280 FNB,Sant Just ,8960.0,3.0
2560,22-23,280 FNB,Sant Pere ,8810.0,3.0
2561,22-23,280 FNB,Sant Pere ,8812.0,1.0
2562,22-23,280 FNB,Sant Pere ,17470.0,1.0
2563,22-23,280 FNB,Sant Pol d,8395.0,4.0
2564,22-23,280 FNB,Sant Quirz,8192.0,1.0
2565,22-23,280 FNB,Sant Sadur,8770.0,1.0
2566,22-23,280 FNB,Santa Colo,8921.0,1.0
2567,22-23,280 FNB,Santa Colo,8922.0,4.0
2568,22-23,280 FNB,Santa Colo,8923.0,3.0
2569,22-23,280 FNB,Santa Colo,8924.0,5.0
2570,22-23,280 FNB,Santa Cris,17246.0,1.0
2571,22-23,280 FNB,Santa Eugè,7142.0,2.0
2572,22-23,280 FNB,Santa Marg,8730.0,1.0
2573,22-23,280 FNB,Santa Perp,8130.0,2.0
2574,22-23,280 FNB,Santa Susa,8398.0,1.0
2575,22-23,280 FNB,Santander,39005.0,1.0
2576,22-23,280 FNB,Sarral,43424.0,1.0
2577,22-23,280 FNB,Sense Info,400.0,1.0
2578,22-23,280 FNB,Sense Info,99999.0,1.0
2579,22-23,280 FNB,Sitges,8870.0,5.0
2580,22-23,280 FNB,Subirats,8739.0,2.0
2581,22-23,280 FNB,Tarragona,43001.0,1.0
2582,22-23,280 FNB,Tarragona,43002.0,1.0
2583,22-23,280 FNB,Tarragona,43003.0,1.0
2584,22-23,280 FNB,Tarragona,43006.0,1.0
2585,22-23,280 FNB,Tarragona,43007.0,1.0
2586,22-23,280 FNB,Tarragona,43100.0,1.0
2587,22-23,280 FNB,Tarragona,43762.0,1.0
2588,22-23,280 FNB,Teià,8329.0,2.0
2589,22-23,280 FNB,Terrassa,8221.0,3.0
2590,22-23,280 FNB,Terrassa,8222.0,2.0
2591,22-23,280 FNB,Terrassa,8223.0,3.0
2592,22-23,280 FNB,Terrassa,8224.0,5.0
2593,22-23,280 FNB,Terrassa,8225.0,2.0
2594,22-23,280 FNB,Terrassa,8226.0,1.0
2595,22-23,280 FNB,Tordera,8490.0,1.0
2596,22-23,280 FNB,Torredemba,43830.0,3.0
2597,22-23,280 FNB,Torrelles ,8629.0,1.0
2598,22-23,280 FNB,Torroella ,17258.0,3.0
2599,22-23,280 FNB,Tortosa,43500.0,1.0
2600,22-23,280 FNB,Tossa de M,17320.0,1.0
2601,22-23,280 FNB,Vacarisses,8233.0,1.0
2602,22-23,280 FNB,Valencia,46008.0,1.0
2603,22-23,280 FNB,Valencia,46014.0,1.0
2604,22-23,280 FNB,Valencia,46017.0,1.0
2605,22-23,280 FNB,Valls,43800.0,2.0
2606,22-23,280 FNB,Vic,8500.0,4.0
2607,22-23,280 FNB,Viladecans,8840.0,4.0
2608,22-23,280 FNB,Viladecava,8232.0,1.0
2609,22-23,280 FNB,Vilafranca,8720.0,2.0
2610,22-23,280 FNB,Vilanova d,8410.0,2.0
2611,22-23,280 FNB,Vilanova i,8800.0,10.0
2612,22-23,280 FNB,Vilassar d,8340.0,3.0
2613,22-23,280 FNB,Vinaròs,12500.0,1.0
2614,22-23,290 ETSAV,Abrera,8630.0,2.0
2615,22-23,290 ETSAV,Alaró,7340.0,1.0
2616,22-23,290 ETSAV,Alcobendas,28100.0,1.0
2617,22-23,290 ETSAV,Avinyó,8279.0,1.0
2618,22-23,290 ETSAV,Badalona,8911.0,3.0
2619,22-23,290 ETSAV,Badalona,8912.0,2.0
2620,22-23,290 ETSAV,Badalona,8916.0,2.0
2621,22-23,290 ETSAV,Badalona,8917.0,1.0
2622,22-23,290 ETSAV,Balaguer,25600.0,2.0
2623,22-23,290 ETSAV,Barberà de,8210.0,5.0
2624,22-23,290 ETSAV,Barcelona,8001.0,6.0
2625,22-23,290 ETSAV,Barcelona,8002.0,7.0
2626,22-23,290 ETSAV,Barcelona,8003.0,6.0
2627,22-23,290 ETSAV,Barcelona,8004.0,5.0
2628,22-23,290 ETSAV,Barcelona,8005.0,9.0
2629,22-23,290 ETSAV,Barcelona,8006.0,11.0
2630,22-23,290 ETSAV,Barcelona,8008.0,5.0
2631,22-23,290 ETSAV,Barcelona,8009.0,4.0
2632,22-23,290 ETSAV,Barcelona,8010.0,5.0
2633,22-23,290 ETSAV,Barcelona,8011.0,6.0
2634,22-23,290 ETSAV,Barcelona,8012.0,14.0
2635,22-23,290 ETSAV,Barcelona,8013.0,17.0
2636,22-23,290 ETSAV,Barcelona,8014.0,4.0
2637,22-23,290 ETSAV,Barcelona,8015.0,13.0
2638,22-23,290 ETSAV,Barcelona,8016.0,5.0
2639,22-23,290 ETSAV,Barcelona,8017.0,19.0
2640,22-23,290 ETSAV,Barcelona,8018.0,8.0
2641,22-23,290 ETSAV,Barcelona,8019.0,1.0
2642,22-23,290 ETSAV,Barcelona,8020.0,1.0
2643,22-23,290 ETSAV,Barcelona,8021.0,13.0
2644,22-23,290 ETSAV,Barcelona,8022.0,16.0
2645,22-23,290 ETSAV,Barcelona,8023.0,10.0
2646,22-23,290 ETSAV,Barcelona,8024.0,11.0
2647,22-23,290 ETSAV,Barcelona,8025.0,6.0
2648,22-23,290 ETSAV,Barcelona,8026.0,6.0
2649,22-23,290 ETSAV,Barcelona,8027.0,6.0
2650,22-23,290 ETSAV,Barcelona,8028.0,12.0
2651,22-23,290 ETSAV,Barcelona,8029.0,14.0
2652,22-23,290 ETSAV,Barcelona,8030.0,5.0
2653,22-23,290 ETSAV,Barcelona,8031.0,1.0
2654,22-23,290 ETSAV,Barcelona,8032.0,8.0
2655,22-23,290 ETSAV,Barcelona,8033.0,1.0
2656,22-23,290 ETSAV,Barcelona,8034.0,13.0
2657,22-23,290 ETSAV,Barcelona,8035.0,4.0
2658,22-23,290 ETSAV,Barcelona,8036.0,13.0
2659,22-23,290 ETSAV,Barcelona,8037.0,4.0
2660,22-23,290 ETSAV,Barcelona,8041.0,1.0
2661,22-23,290 ETSAV,Barcelona,8042.0,1.0
2662,22-23,290 ETSAV,Barcelona,8172.0,1.0
2663,22-23,290 ETSAV,Barcelona,8197.0,1.0
2664,22-23,290 ETSAV,Barcelona,8901.0,1.0
2665,22-23,290 ETSAV,Barcelona,8930.0,1.0
2666,22-23,290 ETSAV,Bigues i R,8415.0,6.0
2667,22-23,290 ETSAV,Bilbao,48015.0,1.0
2668,22-23,290 ETSAV,Bunyola,7110.0,2.0
2669,22-23,290 ETSAV,Cabrils,8348.0,2.0
2670,22-23,290 ETSAV,Calders,8275.0,1.0
2671,22-23,290 ETSAV,Caldes de ,8140.0,6.0
2672,22-23,290 ETSAV,Calella,8370.0,1.0
2673,22-23,290 ETSAV,Campins,8472.0,1.0
2674,22-23,290 ETSAV,Canet de M,8360.0,1.0
2675,22-23,290 ETSAV,Cardedeu,8440.0,3.0
2676,22-23,290 ETSAV,Castellar ,8211.0,3.0
2677,22-23,290 ETSAV,Castelldef,8660.0,1.0
2678,22-23,290 ETSAV,Castellter,8183.0,1.0
2679,22-23,290 ETSAV,Cerdanyola,8193.0,3.0
2680,22-23,290 ETSAV,Cerdanyola,8240.0,1.0
2681,22-23,290 ETSAV,Cerdanyola,8290.0,14.0
2682,22-23,290 ETSAV,Cervelló,8758.0,1.0
2683,22-23,290 ETSAV,Collbató,8293.0,3.0
2684,22-23,290 ETSAV,Corbera de,8757.0,1.0
2685,22-23,290 ETSAV,Costitx,7144.0,2.0
2686,22-23,290 ETSAV,Cunit,43881.0,1.0
2687,22-23,290 ETSAV,Donostia,20005.0,1.0
2688,22-23,290 ETSAV,El Masnou,8320.0,1.0
2689,22-23,290 ETSAV,El Perelló,43519.0,1.0
2690,22-23,290 ETSAV,Esplugues ,8950.0,4.0
2691,22-23,290 ETSAV,Franqueses,8520.0,1.0
2692,22-23,290 ETSAV,Gavà,8850.0,1.0
2693,22-23,290 ETSAV,Gelida,8790.0,1.0
2694,22-23,290 ETSAV,Girona,17001.0,1.0
2695,22-23,290 ETSAV,Girona,17003.0,1.0
2696,22-23,290 ETSAV,Girona,17004.0,1.0
2697,22-23,290 ETSAV,Gorliz,48630.0,1.0
2698,22-23,290 ETSAV,Granollers,8401.0,3.0
2699,22-23,290 ETSAV,Granollers,8402.0,3.0
2700,22-23,290 ETSAV,Gualba,8474.0,1.0
2701,22-23,290 ETSAV,Hospitalet,8901.0,5.0
2702,22-23,290 ETSAV,Hospitalet,8902.0,1.0
2703,22-23,290 ETSAV,Hospitalet,8905.0,1.0
2704,22-23,290 ETSAV,Hospitalet,8906.0,2.0
2705,22-23,290 ETSAV,Ibi,3440.0,1.0
2706,22-23,290 ETSAV,Igualada,8700.0,1.0
2707,22-23,290 ETSAV,La Garriga,8530.0,1.0
2708,22-23,290 ETSAV,La Granada,8792.0,1.0
2709,22-23,290 ETSAV,La Sénia,43560.0,1.0
2710,22-23,290 ETSAV,Lleida,25008.0,1.0
2711,22-23,290 ETSAV,Lliçà d'Am,8186.0,4.0
2712,22-23,290 ETSAV,Lliçà de V,8185.0,1.0
2713,22-23,290 ETSAV,Lloret de ,17310.0,1.0
2714,22-23,290 ETSAV,Madrid,28016.0,1.0
2715,22-23,290 ETSAV,Madrid,28028.0,1.0
2716,22-23,290 ETSAV,Madrid,28035.0,1.0
2717,22-23,290 ETSAV,Madrid,28042.0,1.0
2718,22-23,290 ETSAV,Manresa,8241.0,2.0
2719,22-23,290 ETSAV,Manresa,8243.0,1.0
2720,22-23,290 ETSAV,Martorell,8760.0,1.0
2721,22-23,290 ETSAV,Massamagre,46130.0,1.0
2722,22-23,290 ETSAV,Matadepera,8230.0,6.0
2723,22-23,290 ETSAV,Mataró,8301.0,5.0
2724,22-23,290 ETSAV,Mataró,8303.0,1.0
2725,22-23,290 ETSAV,Mataró,8304.0,1.0
2726,22-23,290 ETSAV,Moià,8180.0,2.0
2727,22-23,290 ETSAV,Mollet del,8100.0,5.0
2728,22-23,290 ETSAV,Montcada i,8110.0,4.0
2729,22-23,290 ETSAV,Montmeló,8160.0,1.0
2730,22-23,290 ETSAV,Montornès ,8170.0,1.0
2731,22-23,290 ETSAV,Navarcles,8270.0,1.0
2732,22-23,290 ETSAV,Navata,17744.0,1.0
2733,22-23,290 ETSAV,Olèrdola,8734.0,1.0
2734,22-23,290 ETSAV,Olesa de M,8640.0,2.0
2735,22-23,290 ETSAV,Palau-soli,8184.0,2.0
2736,22-23,290 ETSAV,Palma de M,7004.0,1.0
2737,22-23,290 ETSAV,Palma de M,7006.0,2.0
2738,22-23,290 ETSAV,Palma de M,7014.0,1.0
2739,22-23,290 ETSAV,Prats de L,8513.0,1.0
2740,22-23,290 ETSAV,Premià de ,8338.0,2.0
2741,22-23,290 ETSAV,Reus,43201.0,1.0
2742,22-23,290 ETSAV,Rincón de ,29730.0,1.0
2743,22-23,290 ETSAV,Ripoll,17500.0,1.0
2744,22-23,290 ETSAV,Ripollet,8193.0,1.0
2745,22-23,290 ETSAV,Ripollet,8291.0,6.0
2746,22-23,290 ETSAV,Rubí,8191.0,6.0
2747,22-23,290 ETSAV,Sabadell,8201.0,6.0
2748,22-23,290 ETSAV,Sabadell,8202.0,7.0
2749,22-23,290 ETSAV,Sabadell,8203.0,4.0
2750,22-23,290 ETSAV,Sabadell,8204.0,2.0
2751,22-23,290 ETSAV,Sabadell,8205.0,6.0
2752,22-23,290 ETSAV,Sabadell,8206.0,6.0
2753,22-23,290 ETSAV,Sabadell,8207.0,5.0
2754,22-23,290 ETSAV,Sabadell,8208.0,4.0
2755,22-23,290 ETSAV,San Sebast,28702.0,1.0
2756,22-23,290 ETSAV,Sant Andre,8392.0,1.0
2757,22-23,290 ETSAV,Sant Anton,8459.0,1.0
2758,22-23,290 ETSAV,Sant Boi d,8830.0,1.0
2759,22-23,290 ETSAV,Sant Cugat,1006.0,1.0
2760,22-23,290 ETSAV,Sant Cugat,8098.0,1.0
2761,22-23,290 ETSAV,Sant Cugat,8172.0,28.0
2762,22-23,290 ETSAV,Sant Cugat,8173.0,106.0
2763,22-23,290 ETSAV,Sant Cugat,8174.0,3.0
2764,22-23,290 ETSAV,Sant Cugat,8192.0,1.0
2765,22-23,290 ETSAV,Sant Cugat,8195.0,16.0
2766,22-23,290 ETSAV,Sant Cugat,8197.0,6.0
2767,22-23,290 ETSAV,Sant Cugat,8198.0,6.0
2768,22-23,290 ETSAV,Sant Cugat,23456.0,1.0
2769,22-23,290 ETSAV,Sant Feliu,8182.0,3.0
2770,22-23,290 ETSAV,Sant Feliu,8980.0,10.0
2771,22-23,290 ETSAV,Sant Feliu,17220.0,1.0
2772,22-23,290 ETSAV,Sant Fost ,8105.0,2.0
2773,22-23,290 ETSAV,Sant Joan ,8970.0,3.0
2774,22-23,290 ETSAV,Sant Julià,17481.0,1.0
2775,22-23,290 ETSAV,Sant Just ,8960.0,4.0
2776,22-23,290 ETSAV,Sant Llore,8212.0,1.0
2777,22-23,290 ETSAV,Sant Pere ,8810.0,1.0
2778,22-23,290 ETSAV,Sant Quirz,8192.0,7.0
2779,22-23,290 ETSAV,Sant Sadur,8770.0,1.0
2780,22-23,290 ETSAV,Sant Vicen,8394.0,1.0
2781,22-23,290 ETSAV,Sant Vicen,8571.0,1.0
2782,22-23,290 ETSAV,Sant Vicen,8620.0,1.0
2783,22-23,290 ETSAV,Santa Colo,8690.0,1.0
2784,22-23,290 ETSAV,Santa Colo,8921.0,1.0
2785,22-23,290 ETSAV,Santa Lucí,35110.0,1.0
2786,22-23,290 ETSAV,Santa Marg,7450.0,1.0
2787,22-23,290 ETSAV,Santa Marg,8730.0,1.0
2788,22-23,290 ETSAV,Santa Mari,8460.0,1.0
2789,22-23,290 ETSAV,Sense Info,99999.0,5.0
2790,22-23,290 ETSAV,Sitges,8870.0,2.0
2791,22-23,290 ETSAV,Sóller,7100.0,1.0
2792,22-23,290 ETSAV,Son Server,7550.0,1.0
2793,22-23,290 ETSAV,Tarragona,43003.0,1.0
2794,22-23,290 ETSAV,Tarragona,43008.0,1.0
2795,22-23,290 ETSAV,Tàrrega,25300.0,1.0
2796,22-23,290 ETSAV,Teià,8329.0,3.0
2797,22-23,290 ETSAV,Terrassa,8221.0,12.0
2798,22-23,290 ETSAV,Terrassa,8222.0,8.0
2799,22-23,290 ETSAV,Terrassa,8223.0,2.0
2800,22-23,290 ETSAV,Terrassa,8224.0,10.0
2801,22-23,290 ETSAV,Terrassa,8225.0,6.0
2802,22-23,290 ETSAV,Terrassa,8226.0,4.0
2803,22-23,290 ETSAV,Terrassa,8227.0,2.0
2804,22-23,290 ETSAV,Terrassa,8228.0,4.0
2805,22-23,290 ETSAV,Tiana,8391.0,1.0
2806,22-23,290 ETSAV,Toledo,45005.0,2.0
2807,22-23,290 ETSAV,Torredemba,43830.0,1.0
2808,22-23,290 ETSAV,Ullastrell,8231.0,3.0
2809,22-23,290 ETSAV,Vacarisses,8233.0,4.0
2810,22-23,290 ETSAV,Vélez-Mála,29700.0,1.0
2811,22-23,290 ETSAV,Vic,8500.0,2.0
2812,22-23,290 ETSAV,Viladecava,8232.0,4.0
2813,22-23,290 ETSAV,Vilafant,17740.0,1.0
2814,22-23,290 ETSAV,Vilafranca,8720.0,3.0
2815,22-23,290 ETSAV,Vilanova d,8410.0,1.0
2816,22-23,290 ETSAV,Vilanova i,8800.0,1.0
2817,22-23,290 ETSAV,Vila-seca,43480.0,1.0
2818,22-23,290 ETSAV,Vilassar d,8339.0,1.0
2819,22-23,290 ETSAV,Vilassar d,8340.0,1.0
2820,22-23,295 EEBE,A Coruña,15003.0,1.0
2821,22-23,295 EEBE,A Coruña,15009.0,1.0
2822,22-23,295 EEBE,A Pobra de,32780.0,1.0
2823,22-23,295 EEBE,Abrera,8630.0,1.0
2824,22-23,295 EEBE,Agramunt,25310.0,1.0
2825,22-23,295 EEBE,Alella,8328.0,5.0
2826,22-23,295 EEBE,Almacelles,25100.0,1.0
2827,22-23,295 EEBE,Ametlla de,8480.0,9.0
2828,22-23,295 EEBE,Amposta,43870.0,1.0
2829,22-23,295 EEBE,Arenys de ,8350.0,15.0
2830,22-23,295 EEBE,Arenys de ,8358.0,13.0
2831,22-23,295 EEBE,Argentona,8310.0,11.0
2832,22-23,295 EEBE,Avià,8610.0,2.0
2833,22-23,295 EEBE,Avinyó,8279.0,1.0
2834,22-23,295 EEBE,Badalona,8360.0,1.0
